linea,fecha,año,mes,viajeros_pred_sarima
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-02-01,2026,2,18664.64649129156
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-03-01,2026,3,19155.136170533297
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-04-01,2026,4,18158.712438224364
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-05-01,2026,5,19356.288833202158
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-06-01,2026,6,17895.592968347966
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-07-01,2026,7,16155.305259739482
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-08-01,2026,8,14759.242809880687
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-09-01,2026,9,21821.61598786112
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-10-01,2026,10,22333.868798821804
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-11-01,2026,11,20987.464535436142
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-12-01,2026,12,18703.685531842053
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-01-01,2026,1,22156.054034937035
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-02-01,2026,2,21958.992671178847
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-03-01,2026,3,23343.353992668905
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-04-01,2026,4,21904.6951100423
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-05-01,2026,5,23809.922868622252
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-06-01,2026,6,22600.83093428686
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-07-01,2026,7,20056.54854586344
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-08-01,2026,8,17730.517818537763
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-09-01,2026,9,23867.49535346263
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-10-01,2026,10,24715.739984805266
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-11-01,2026,11,23356.825072293774
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-12-01,2026,12,23307.109736349223
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-01-01,2026,1,22726.283344960568
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-02-01,2026,2,24676.674378473013
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-03-01,2026,3,25494.8756217625
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-04-01,2026,4,21640.549170889306
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-05-01,2026,5,24704.049556860566
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-06-01,2026,6,23745.86934105913
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-07-01,2026,7,21932.095595376108
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-08-01,2026,8,11937.311970589726
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-09-01,2026,9,24165.063316824817
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-10-01,2026,10,25836.990116975296
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-11-01,2026,11,24004.642066201235
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-12-01,2026,12,18461.013585542933
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-01-01,2026,1,31573.309471784043
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-02-01,2026,2,36229.45861914799
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-03-01,2026,3,35366.38781657335
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-04-01,2026,4,29689.313270862618
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-05-01,2026,5,35250.389952260855
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-06-01,2026,6,29090.83701976157
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-07-01,2026,7,19328.39046577455
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-08-01,2026,8,12873.575445059074
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-09-01,2026,9,36047.20901757205
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-10-01,2026,10,40125.52830352699
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-11-01,2026,11,39011.83845167241
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-12-01,2026,12,30489.532226363248
ERANDIO-UPV/EHU,2026-01-01,2026,1,917.4327640966219
ERANDIO-UPV/EHU,2026-02-01,2026,2,1381.8066274676717
ERANDIO-UPV/EHU,2026-03-01,2026,3,1254.1200912868562
ERANDIO-UPV/EHU,2026-04-01,2026,4,910.6315503019383
ERANDIO-UPV/EHU,2026-05-01,2026,5,959.6286246735036
ERANDIO-UPV/EHU,2026-06-01,2026,6,498.7865668449676
ERANDIO-UPV/EHU,2026-07-01,2026,7,277.63468007105746
ERANDIO-UPV/EHU,2026-08-01,2026,8,279.75314982866155
ERANDIO-UPV/EHU,2026-09-01,2026,9,1270.4971503258466
ERANDIO-UPV/EHU,2026-10-01,2026,10,1619.0208638655188
ERANDIO-UPV/EHU,2026-11-01,2026,11,1637.3635430584122
ERANDIO-UPV/EHU,2026-12-01,2026,12,1119.98559322606
ERMUA - DURANGO - UPV/EHU,2026-01-01,2026,1,6006.559173728218
ERMUA - DURANGO - UPV/EHU,2026-02-01,2026,2,15586.235706707757
ERMUA - DURANGO - UPV/EHU,2026-03-01,2026,3,13694.322721017033
ERMUA - DURANGO - UPV/EHU,2026-04-01,2026,4,10953.641993389978
ERMUA - DURANGO - UPV/EHU,2026-05-01,2026,5,10126.135001849676
ERMUA - DURANGO - UPV/EHU,2026-06-01,2026,6,2881.8957003867795
ERMUA - DURANGO - UPV/EHU,2026-07-01,2026,7,1259.9516035856668
ERMUA - DURANGO - UPV/EHU,2026-08-01,2026,8,1259.9513626323862
ERMUA - DURANGO - UPV/EHU,2026-09-01,2026,9,14233.819540909511
ERMUA - DURANGO - UPV/EHU,2026-10-01,2026,10,18549.350139511986
ERMUA - DURANGO - UPV/EHU,2026-11-01,2026,11,16877.00815703823
ERMUA - DURANGO - UPV/EHU,2026-12-01,2026,12,11504.71610143384
GALDAKAO - Metro Bolueta,2026-01-01,2026,1,9378.168073198787
GALDAKAO - Metro Bolueta,2026-02-01,2026,2,40236.85152585491
GALDAKAO - Metro Bolueta,2026-03-01,2026,3,40952.3756147599
GALDAKAO - Metro Bolueta,2026-04-01,2026,4,41186.53956329939
GALDAKAO - Metro Bolueta,2026-05-01,2026,5,40759.67303649026
GALDAKAO - Metro Bolueta,2026-06-01,2026,6,42763.54914761917
GALDAKAO - Metro Bolueta,2026-07-01,2026,7,37188.93085755415
GALDAKAO - Metro Bolueta,2026-08-01,2026,8,42636.69670024495
GALDAKAO - Metro Bolueta,2026-09-01,2026,9,52639.36715855455
GALDAKAO - Metro Bolueta,2026-10-01,2026,10,44254.647707312186
GALDAKAO - Metro Bolueta,2026-11-01,2026,11,43451.26983144598
GALDAKAO - Metro Bolueta,2026-12-01,2026,12,45422.38732931382
GALDAKAO - UPV/EHU,2026-01-01,2026,1,4954.752707280258
GALDAKAO - UPV/EHU,2026-02-01,2026,2,15965.331476022697
GALDAKAO - UPV/EHU,2026-03-01,2026,3,13876.641125812666
GALDAKAO - UPV/EHU,2026-04-01,2026,4,10479.79995841066
GALDAKAO - UPV/EHU,2026-05-01,2026,5,12021.663714358345
GALDAKAO - UPV/EHU,2026-06-01,2026,6,7025.221421953615
GALDAKAO - UPV/EHU,2026-07-01,2026,7,2007.9586168685703
GALDAKAO - UPV/EHU,2026-08-01,2026,8,517.9783611453717
GALDAKAO - UPV/EHU,2026-09-01,2026,9,12312.890571582306
GALDAKAO - UPV/EHU,2026-10-01,2026,10,19602.706789910273
GALDAKAO - UPV/EHU,2026-11-01,2026,11,15790.118271958745
GALDAKAO - UPV/EHU,2026-12-01,2026,12,10688.907044986514
GARAI - DURANGO,2026-01-01,2026,1,58.206643883815765
GARAI - DURANGO,2026-02-01,2026,2,64.34138566670872
GARAI - DURANGO,2026-03-01,2026,3,63.38621074664605
GARAI - DURANGO,2026-04-01,2026,4,65.73716486677034
GARAI - DURANGO,2026-05-01,2026,5,64.01806671239723
GARAI - DURANGO,2026-06-01,2026,6,66.79790314656563
GARAI - DURANGO,2026-07-01,2026,7,55.79335162099846
GARAI - DURANGO,2026-08-01,2026,8,33.72182905913362
GARAI - DURANGO,2026-09-01,2026,9,62.26228432338539
GARAI - DURANGO,2026-10-01,2026,10,69.01742835312307
GARAI - DURANGO,2026-11-01,2026,11,57.75721085020765
GARAI - DURANGO,2026-12-01,2026,12,53.1344948683136
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-01-01,2026,1,3064.9977342308575
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-02-01,2026,2,9535.59909477281
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-03-01,2026,3,8057.341638361144
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-04-01,2026,4,6196.368602719536
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-05-01,2026,5,6010.22547340341
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-06-01,2026,6,2067.632076596155
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-07-01,2026,7,617.1466332586626
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-08-01,2026,8,613.7829866219748
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-09-01,2026,9,8276.554039875697
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-10-01,2026,10,10285.13489830047
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-11-01,2026,11,9005.352177369588
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-12-01,2026,12,5835.165042222205
GERNIKA LUMO - ERRIGOITI,2026-01-01,2026,1,1655.674810170256
GERNIKA LUMO - ERRIGOITI,2026-02-01,2026,2,1564.086929986138
GERNIKA LUMO - ERRIGOITI,2026-03-01,2026,3,1532.0608872190853
GERNIKA LUMO - ERRIGOITI,2026-04-01,2026,4,1504.2633681337215
GERNIKA LUMO - ERRIGOITI,2026-05-01,2026,5,1543.2397802584392
GERNIKA LUMO - ERRIGOITI,2026-06-01,2026,6,1503.1194407361968
GERNIKA LUMO - ERRIGOITI,2026-07-01,2026,7,1508.2356253208607
GERNIKA LUMO - ERRIGOITI,2026-08-01,2026,8,1500.672494147354
GERNIKA LUMO - ERRIGOITI,2026-09-01,2026,9,1618.2091435558173
GERNIKA LUMO - ERRIGOITI,2026-10-01,2026,10,1839.702390812764
GERNIKA LUMO - ERRIGOITI,2026-11-01,2026,11,2007.8793451971087
GERNIKA LUMO - ERRIGOITI,2026-12-01,2026,12,2028.2509783871644
GERNIKA LUMO - MENDATA,2026-01-01,2026,1,1481.9635298117985
GERNIKA LUMO - MENDATA,2026-02-01,2026,2,1470.2593829380187
GERNIKA LUMO - MENDATA,2026-03-01,2026,3,1481.4209535692805
GERNIKA LUMO - MENDATA,2026-04-01,2026,4,1468.061319302975
GERNIKA LUMO - MENDATA,2026-05-01,2026,5,1597.567452780736
GERNIKA LUMO - MENDATA,2026-06-01,2026,6,1502.177641963728
GERNIKA LUMO - MENDATA,2026-07-01,2026,7,1518.8776224527826
GERNIKA LUMO - MENDATA,2026-08-01,2026,8,1499.343492219399
GERNIKA LUMO - MENDATA,2026-09-01,2026,9,1420.955687358257
GERNIKA LUMO - MENDATA,2026-10-01,2026,10,1278.636106715664
GERNIKA LUMO - MENDATA,2026-11-01,2026,11,1228.1103366038003
GERNIKA LUMO - MENDATA,2026-12-01,2026,12,1436.4091618223783
GERNIKA LUMO - NABARNIZ,2026-01-01,2026,1,3444.717077587898
GERNIKA LUMO - NABARNIZ,2026-02-01,2026,2,3457.4862287969813
GERNIKA LUMO - NABARNIZ,2026-03-01,2026,3,3522.833003697234
GERNIKA LUMO - NABARNIZ,2026-04-01,2026,4,3542.243514757483
GERNIKA LUMO - NABARNIZ,2026-05-01,2026,5,3754.2010557549715
GERNIKA LUMO - NABARNIZ,2026-06-01,2026,6,3586.4881571984833
GERNIKA LUMO - NABARNIZ,2026-07-01,2026,7,3623.532978189766
GERNIKA LUMO - NABARNIZ,2026-08-01,2026,8,3566.161879218341
GERNIKA LUMO - NABARNIZ,2026-09-01,2026,9,3716.981339808208
GERNIKA LUMO - NABARNIZ,2026-10-01,2026,10,3923.129796125189
GERNIKA LUMO - NABARNIZ,2026-11-01,2026,11,4099.304588349662
GERNIKA LUMO - NABARNIZ,2026-12-01,2026,12,4455.124217905549
Gallarta - SANTURTZI,2026-01-01,2026,1,62114.988702880124
Gallarta - SANTURTZI,2026-02-01,2026,2,68094.95548163806
Gallarta - SANTURTZI,2026-03-01,2026,3,70588.45540852088
Gallarta - SANTURTZI,2026-04-01,2026,4,68636.22723197988
Gallarta - SANTURTZI,2026-05-01,2026,5,75285.09539731649
Gallarta - SANTURTZI,2026-06-01,2026,6,70974.10502704684
Gallarta - SANTURTZI,2026-07-01,2026,7,66355.3917567539
Gallarta - SANTURTZI,2026-08-01,2026,8,54286.80540183944
Gallarta - SANTURTZI,2026-09-01,2026,9,72520.44375460646
Gallarta - SANTURTZI,2026-10-01,2026,10,79825.30712141523
Gallarta - SANTURTZI,2026-11-01,2026,11,74484.07012976309
Gallarta - SANTURTZI,2026-12-01,2026,12,72173.64392358072
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-01-01,2026,1,54830.28648161672
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-02-01,2026,2,58121.10110888454
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-03-01,2026,3,59941.45144665316
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-04-01,2026,4,57585.9730806365
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-05-01,2026,5,63531.1055588601
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-06-01,2026,6,61037.80181558047
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-07-01,2026,7,55688.52684840284
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-08-01,2026,8,48500.78623885058
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-09-01,2026,9,61934.086883971126
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-10-01,2026,10,66474.9578393074
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-11-01,2026,11,64805.347520549076
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-12-01,2026,12,64274.16891411803
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-01-01,2026,1,189.74305972050942
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-02-01,2026,2,181.57523999057497
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-03-01,2026,3,346.24766230967873
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-04-01,2026,4,123.43264480233267
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-05-01,2026,5,2.0408786631095523
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-06-01,2026,6,5556.546813166268
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-07-01,2026,7,23477.11712366854
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-08-01,2026,8,16344.424500109659
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-09-01,2026,9,1911.1656842221105
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-10-01,2026,10,21.76473207601839
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-11-01,2026,11,141.2463568236644
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-12-01,2026,12,177.65425802465805
LANESTOSA - BALMASEDA,2026-01-01,2026,1,5350.049268563954
LANESTOSA - BALMASEDA,2026-02-01,2026,2,5483.023586438675
LANESTOSA - BALMASEDA,2026-03-01,2026,3,5607.118242224325
LANESTOSA - BALMASEDA,2026-04-01,2026,4,5054.708844479136
LANESTOSA - BALMASEDA,2026-05-01,2026,5,5984.215208141787
LANESTOSA - BALMASEDA,2026-06-01,2026,6,5428.33793079496
LANESTOSA - BALMASEDA,2026-07-01,2026,7,5226.657776412682
LANESTOSA - BALMASEDA,2026-08-01,2026,8,4503.558582850087
LANESTOSA - BALMASEDA,2026-09-01,2026,9,5597.127210695828
LANESTOSA - BALMASEDA,2026-10-01,2026,10,6003.288489568011
LANESTOSA - BALMASEDA,2026-11-01,2026,11,5401.2711354159055
LANESTOSA - BALMASEDA,2026-12-01,2026,12,5108.331441063046
LEKEITIO - AMOROTO,2026-01-01,2026,1,39.16886633011934
LEKEITIO - AMOROTO,2026-02-01,2026,2,94.95826303788907
LEKEITIO - AMOROTO,2026-03-01,2026,3,0.0
LEKEITIO - AMOROTO,2026-04-01,2026,4,0.0
LEKEITIO - AMOROTO,2026-05-01,2026,5,0.0
LEKEITIO - AMOROTO,2026-06-01,2026,6,0.0
LEKEITIO - AMOROTO,2026-07-01,2026,7,144.4628872833813
LEKEITIO - AMOROTO,2026-08-01,2026,8,64.1161072194659
LEKEITIO - AMOROTO,2026-09-01,2026,9,0.0
LEKEITIO - AMOROTO,2026-10-01,2026,10,0.0
LEKEITIO - AMOROTO,2026-11-01,2026,11,0.0
LEKEITIO - AMOROTO,2026-12-01,2026,12,0.0
LEKEITIO - MENDEXA,2026-01-01,2026,1,25.96145140730285
LEKEITIO - MENDEXA,2026-02-01,2026,2,28.48808240112959
LEKEITIO - MENDEXA,2026-03-01,2026,3,24.197551882501962
LEKEITIO - MENDEXA,2026-04-01,2026,4,28.61863992216359
LEKEITIO - MENDEXA,2026-05-01,2026,5,31.91360728449475
LEKEITIO - MENDEXA,2026-06-01,2026,6,27.235446463348698
LEKEITIO - MENDEXA,2026-07-01,2026,7,357.0646223951208
LEKEITIO - MENDEXA,2026-08-01,2026,8,448.02613165460514
LEKEITIO - MENDEXA,2026-09-01,2026,9,0.0
LEKEITIO - MENDEXA,2026-10-01,2026,10,0.0
LEKEITIO - MENDEXA,2026-11-01,2026,11,0.0
LEKEITIO - MENDEXA,2026-12-01,2026,12,0.0
LEKEITIO-Barainka,2026-01-01,2026,1,0.0
LEKEITIO-Barainka,2026-02-01,2026,2,1.7777943537588108
LEKEITIO-Barainka,2026-03-01,2026,3,1.4008695098925728
LEKEITIO-Barainka,2026-04-01,2026,4,1.12955852319232
LEKEITIO-Barainka,2026-05-01,2026,5,9.545991833015337
LEKEITIO-Barainka,2026-06-01,2026,6,1.5781593022779852
LEKEITIO-Barainka,2026-07-01,2026,7,16.090365139039847
LEKEITIO-Barainka,2026-08-01,2026,8,19.761374207436603
LEKEITIO-Barainka,2026-09-01,2026,9,5.761029558571408
LEKEITIO-Barainka,2026-10-01,2026,10,12.094077774954808
LEKEITIO-Barainka,2026-11-01,2026,11,2.5952916883065473
LEKEITIO-Barainka,2026-12-01,2026,12,3.9284016580597703
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-01-01,2026,1,135169.4820696715
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-02-01,2026,2,140332.44125004503
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-03-01,2026,3,148757.43852861173
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-04-01,2026,4,145625.99596707706
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-05-01,2026,5,158965.52231492213
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-06-01,2026,6,154469.84551376977
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-07-01,2026,7,149233.3178315084
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-08-01,2026,8,105743.21145912954
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-09-01,2026,9,152046.52747050303
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-10-01,2026,10,159212.27707106457
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-11-01,2026,11,155052.80195327188
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-12-01,2026,12,158466.50836646016
MUNGIA - GAMIZ - FIKA,2026-01-01,2026,1,700.0949066642604
MUNGIA - GAMIZ - FIKA,2026-02-01,2026,2,792.2382757099683
MUNGIA - GAMIZ - FIKA,2026-03-01,2026,3,826.6967496118255
MUNGIA - GAMIZ - FIKA,2026-04-01,2026,4,811.1656583010366
MUNGIA - GAMIZ - FIKA,2026-05-01,2026,5,957.7083316435899
MUNGIA - GAMIZ - FIKA,2026-06-01,2026,6,1059.3386811127853
MUNGIA - GAMIZ - FIKA,2026-07-01,2026,7,1022.8061756358641
MUNGIA - GAMIZ - FIKA,2026-08-01,2026,8,910.2180309756573
MUNGIA - GAMIZ - FIKA,2026-09-01,2026,9,879.7889755237679
MUNGIA - GAMIZ - FIKA,2026-10-01,2026,10,836.0810632648078
MUNGIA - GAMIZ - FIKA,2026-11-01,2026,11,820.0738339402618
MUNGIA - GAMIZ - FIKA,2026-12-01,2026,12,746.8029618167841
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-01-01,2026,1,2301.0425023595335
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-02-01,2026,2,6556.673340701145
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-03-01,2026,3,6221.771333464479
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-04-01,2026,4,6774.6841119999135
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-05-01,2026,5,6888.518954667829
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-06-01,2026,6,16205.481248085667
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-07-01,2026,7,36120.451898144216
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-08-01,2026,8,33022.26416573172
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-09-01,2026,9,9956.077645911108
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-10-01,2026,10,6868.399454853255
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-11-01,2026,11,5872.683897066026
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-12-01,2026,12,5123.958979642976
MUNGIA - MEÃAKA - ARRIETA,2026-01-01,2026,1,644.0789347616972
MUNGIA - MEÃAKA - ARRIETA,2026-02-01,2026,2,719.6366156859228
MUNGIA - MEÃAKA - ARRIETA,2026-03-01,2026,3,732.3046904561522
MUNGIA - MEÃAKA - ARRIETA,2026-04-01,2026,4,706.2882508144323
MUNGIA - MEÃAKA - ARRIETA,2026-05-01,2026,5,862.9466200287278
MUNGIA - MEÃAKA - ARRIETA,2026-06-01,2026,6,916.6546581363015
MUNGIA - MEÃAKA - ARRIETA,2026-07-01,2026,7,916.006910311398
MUNGIA - MEÃAKA - ARRIETA,2026-08-01,2026,8,814.3386606978163
MUNGIA - MEÃAKA - ARRIETA,2026-09-01,2026,9,894.7808664896271
MUNGIA - MEÃAKA - ARRIETA,2026-10-01,2026,10,875.1657297060019
MUNGIA - MEÃAKA - ARRIETA,2026-11-01,2026,11,807.3413140711896
MUNGIA - MEÃAKA - ARRIETA,2026-12-01,2026,12,801.3210711883108
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-01-01,2026,1,24.093385060525407
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-02-01,2026,2,76.69931268083312
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-03-01,2026,3,26.45589110554863
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-04-01,2026,4,23.164023295739106
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-05-01,2026,5,124.74222793587545
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-06-01,2026,6,97.61529296777434
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-07-01,2026,7,520.0138952692885
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-08-01,2026,8,48.22048963183755
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-09-01,2026,9,21.872623282228616
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-10-01,2026,10,805.876626256444
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-11-01,2026,11,474.41540554274
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-12-01,2026,12,17.909417775961742
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-01-01,2026,1,63033.50014173025
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-02-01,2026,2,70401.81280269806
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-03-01,2026,3,71216.4053254669
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-04-01,2026,4,69624.31217680019
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-05-01,2026,5,78840.38852349982
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-06-01,2026,6,77572.79958729808
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-07-01,2026,7,70449.94851037375
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-08-01,2026,8,59181.39255978126
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-09-01,2026,9,75606.30872154138
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-10-01,2026,10,80896.17866299482
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-11-01,2026,11,74722.30973350246
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-12-01,2026,12,69875.73022945155
MUSKIZ - ZIERBENA - SESTAO,2026-01-01,2026,1,23968.7210712187
MUSKIZ - ZIERBENA - SESTAO,2026-02-01,2026,2,26001.518021867403
MUSKIZ - ZIERBENA - SESTAO,2026-03-01,2026,3,28147.581362460573
MUSKIZ - ZIERBENA - SESTAO,2026-04-01,2026,4,30070.95913468812
